Main:BPM,106 NPB,4 OFF,2250
S,2 2 1 2 2 1 2
S,2 2 1 2 1/2
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 2/7 4 4
S,2 2 4 4/3 2 4 4 4 4 2 4 4 
S,3 2 4 4/3 2 4 4 4 4 1
S,2 2 4 4/3 2 2 2 1 
S,3 2 4 4/3 2 4 4 4 4 1
S,2 2 4 4/3 2 4 4 4 4 2 4 4 
S,3 2 4 4/3 2 4 4 4 4 1
S,2 2 4 4/3 2 2 2 1 
S,3 2 4 4/3 2 4 4 4 4 1
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
S,2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
S,2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
S,2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 2
S,2 2 2 2 2 1 2 2
S,3 1 2 2 2 2 2 2
S,2 2 2 2 2 1 2 2
S,3 1 2 2 2 2 2 2
S,2 2 2 2 2 1 2 2
S,3 1 2 2 2 2 2 2
S,2 2 2 2 2 1 2 2
S,3 1 2 2 2 2 2 2
S,-1 1/4
S,-1 1/4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,2 2 1 2 S,1 4 4 4 4 4 4 4 4
S,2 1 2 2 2 2 1
S,3 1 1 1 2 2
S,2 1 2 2/3 2
S,3 2 2 2 2/3 2 2
S,2 1 2 2 2 2 1
S,3 1 1 1 1
S,2 1 2 2 1 1
S,3 1/4
S,3 1/4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
S,2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
S,2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
S,2 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 2
S,-1 1/4
S,3 1 2 3/2 1 2 2 2 2 1/1000
#Sub:BPM,106 NPB,4 OFF,2250
S,2 1 1 1 1
S,2 1 1 1 S,3 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,3 2 2 2 2 2 2 2 2
S,2 2 2 2 2 2 2 2 2
S,3 2 2 2 2 2 2 2 2
S,2 2 2 2 2 2 2 2 2
S,3 2 2 2 2 S,0 4 4 4 4 2 S,3 2
S,2 2 2 2 2 2 2 2 2
S,3 2 2 2 2 2 2 2 2
S,2 2 2 2 2 2 2 2 2
S,3 2 2 2 2 S,0 4 4 4 4 2 S,1 4 4
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,2 1/4
S,2 1/4
S,2 1/4
S,2 1/4
S,2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,2 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,2 1 1 S,1 2 2 2 2
S,2 1 1 1 1
S,3 1 1 1 1
S,2 1 1 1 1
S,3 1 1 1 1
S,2 1 1 1 1
S,3 1 1 1 1
S,2 1 1 1 1
S,3 1/2 1/2
S,3 1/2 1/2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,2 1/4
S,2 1/4
S,2 1/4
S,2 1/1000
#Chorus:BPM,106 NPB,4 OFF,2248
S,-1 1/8
S,0 1 2 2 1 2 2
S,1 1 2 2 1 2 2
S,0 4/3 4 2 2 4/3 4 2 2
S,1 4/3 4 2 2 4/3 4 2 2
S,-1 1/36
S,0 1 2 2 1 2 2
S,1 1 2 2 1 2 2
S,0 4/3 4 2 2 4/3 4 2 2
S,1 4/3 4 2 2 4/3 4 2 2
S,-1 1/48
S,0 1 2 2 1 2 2
S,1 1 2 2 1 2 2
S,0 4/3 4 2 2 4/3 4 2 2
S,-1 4/3 4 2 2 S,1 4/3 4 2 2
S,-1 1/36
S,0 1 2 2 1 2 2
S,1 1 2 2 1 2 2
S,0 4/3 4 2 2 4/3 4 2 2
S,1 4/3 4 2 2 4/3 4 2 2
S,0 1 2 2 1 2 2
S,1 1 2 2 1 2 2
S,0 4/3 4 2 2 4/3 4 2 2
S,1 4/3 4 2 2 4/3 4 2 2
S,0 1 2 2 1 2 2
S,1 1 2 2 1 2 2
S,0 4/3 4 2 2 4/3 4 2 2
S,1 4/3 4 2 2 4/3 4 2 2
S,-1 1/1000
#Constant_1:BPM,106 NPB,4 OFF,2250
1
#Constant_2:BPM,106 NPB,4 OFF,2250
2
#Constant_4:BPM,106 NPB,4 OFF,2250
4
#Wave:BPM,106 NPB,4 OFF,2250
1/4
