Main:BPM,185 NPB,4 OFF,820
S,0 2 2 2 4 4 2 2 2 2
S,1 2 2 2 4 4 2 2 2 2
S,0 2 2 2 4 4 2 2 2 2
S,1 2 2 2 4 4 2 2 4 4 4 4
S,0 2 2 2 4 4 2 2 2 2
S,1 2 2 2 4 4 2 2 2 2
S,0 2 2 2 4 4 2 2 2 2
S,1 2 2 2 4 4 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,2 1/4
S,0 1 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 1 1
S,0 1 4 4 4 4 4 4 4 4 2 2
S,1 4 4 4 4 4 4 4 4 4 4 2 1
S,0 1 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 1 1
S,0 1 4 4 4 4 4 4 4 4 2 2
S,1 1 1 2 2 2 2
S,0 1 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 1 1
S,0 1 4 4 4 4 4 4 4 4 2 2
S,1 4 4 4 4 4 4 4 4 4 4 2 1
S,0 1 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 1 1
S,0 1 4 4 4 4 4 4 4 4 2 2
S,2 1 1 1 1
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 S,2 1 S,1 2 2 2 2
S,0 2 2 2 2 2 S,2 2 2 1
2 2 2 S,1 2 2 2 2
S,2 2 2 2 1 2 2 2
S,0 2 2 S,1 2 2 S,2 2 2 S,0 2 2
S,1 2 2 2 4 4 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 4 4 4 4 2 2
S,0 2 2 2 2 2 2 2 2
S,1 2 2 2 2 2 2 2 2
S,0 2 2 2 2 2 2 2 2
S,1 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,2 1/4
S,0 1 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 1 1
S,0 1 4 4 4 4 4 4 4 4 2 2
S,1 4 4 4 4 4 4 4 4 4 4 2 1
S,0 1 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 1 1
S,0 1 4 4 4 4 4 4 4 4 2 2
S,1 1 1 2 2 2 2
S,0 1 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 1 1
S,0 1 4 4 4 4 4 4 4 4 2 2
S,1 4 4 4 4 4 4 4 4 4 4 2 1
S,0 1 4 4 4 4 4 4 4 4 4 4 4 4
S,1 4 4 4 4 4 4 4 4 1 1
S,0 1 4 4 4 4 4 4 4 4 2 2
S,2 1 1 1 1
S,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 4 4 4 4 4 4 4 4 4 4 4 4 1
S,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 4 4 4 4 4 4 4 4 4 4 4 4 1
S,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 4 4 4 4 4 4 4 4 2 2 1
S,3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
S,3 4 4 4 4 4 4 4 4 4 4 4 4 1/100
#Sub:BPM,185 NPB,4 OFF,820
S,0 1 1 1 1
S,1 1 1 1 1
#Constant_1:BPM,185 NPB,4 OFF,820
1
#Constant_2:BPM,185 NPB,4 OFF,820
2
#Wave:BPM,185 NPB,4 OFF,820
1/4
